timestamp_utc,timestamp_epoch_s,system_cpu_percent,system_memory_used_bytes,system_memory_percent,ollama_rss_bytes,ollama_cpu_percent_normalized,gpu_utilization_percent,gpu_memory_used_mib,gpu_memory_total_mib,gpu_power_watts
2026-09-10T15:38:39.228499+00:00,1789054719.2040424,82.9,27195146240,79.5,72945664,0.0,,,,
2026-09-10T15:38:39.783465+00:00,1789054719.7345512,84.1,27150368768,79.4,72945664,0.0,,,,
2026-09-10T15:38:40.324269+00:00,1789054720.2841156,78.4,27154395136,79.4,72945664,0.47386017885445225,,,,
2026-09-10T15:38:40.871137+00:00,1789054720.829392,74.8,27157217280,79.4,72945664,0.0,,,,
2026-09-10T15:38:41.399218+00:00,1789054721.3740163,76.3,27161632768,79.4,72945664,0.0,,,,
2026-09-10T15:38:41.928789+00:00,1789054721.903875,79.2,27191091200,79.5,72945664,0.0,,,,
2026-09-10T15:38:42.463926+00:00,1789054722.4346974,73.6,27192717312,79.5,72945664,0.0,,,,
2026-09-10T15:38:43.020807+00:00,1789054722.9693446,77.1,27194626048,79.5,72945664,0.48708130116468146,,,,
2026-09-10T15:38:43.568772+00:00,1789054723.5282466,63.9,27202994176,79.5,72945664,0.0,,,,
2026-09-10T15:38:44.118624+00:00,1789054724.0780177,62.6,27203477504,79.5,72945664,0.0,,,,
2026-09-10T15:38:44.673660+00:00,1789054724.62766,68.2,27216875520,79.6,72953856,0.0,,,,
2026-09-10T15:38:45.231063+00:00,1789054725.1839867,69.6,27254177792,79.7,72953856,0.0,,,,
2026-09-10T15:38:45.761495+00:00,1789054725.7336934,64.0,27242586112,79.6,72953856,0.23686874097411403,,,,
2026-09-10T15:38:46.297417+00:00,1789054726.2684393,64.2,27230515200,79.6,72953856,0.24349569698934156,,,,
2026-09-10T15:38:46.829449+00:00,1789054726.8001397,63.2,27230416896,79.6,72962048,0.244890430813745,,,,
2026-09-10T15:38:47.381797+00:00,1789054727.3457952,79.0,27275567104,79.7,72986624,0.0,,,,
2026-09-10T15:38:47.913127+00:00,1789054727.8844628,64.3,27272773632,79.7,72986624,0.0,,,,
2026-09-10T15:38:48.468686+00:00,1789054728.4294775,70.0,27277475840,79.7,72986624,0.23890796429387487,,,,
2026-09-10T15:38:49.001651+00:00,1789054728.974252,74.0,27329433600,79.9,73461760,0.2390132533899356,,,,
2026-09-10T15:38:49.528790+00:00,1789054729.503267,31.1,27296133120,79.8,73461760,0.0,,,,
2026-09-10T15:38:50.058145+00:00,1789054730.0336835,18.7,27307995136,79.8,73461760,0.0,,,,
2026-09-10T15:38:50.577014+00:00,1789054730.559871,23.0,27291734016,79.8,73461760,0.0,,,,
2026-09-10T15:38:51.099396+00:00,1789054731.083771,17.4,27308527616,79.8,73461760,0.0,,,,
2026-09-10T15:38:51.634801+00:00,1789054731.6191778,5.7,27301244928,79.8,73461760,0.0,,,,
2026-09-10T15:38:52.175945+00:00,1789054732.1491225,14.4,27321503744,79.9,73469952,0.0,,,,
2026-09-10T15:38:52.711238+00:00,1789054732.6880162,12.0,27320893440,79.9,73469952,0.0,,,,
2026-09-10T15:38:53.245621+00:00,1789054733.2134342,29.2,27337572352,79.9,73469952,0.0,,,,
2026-09-10T15:38:53.768351+00:00,1789054733.748273,28.8,27332161536,79.9,73469952,0.0,,,,
2026-09-10T15:38:54.310396+00:00,1789054734.2730918,53.9,27306336256,79.8,73469952,0.0,,,,
2026-09-10T15:38:54.863963+00:00,1789054734.8304462,54.6,27306270720,79.8,73469952,0.0,,,,
2026-09-10T15:38:55.398642+00:00,1789054735.3744886,69.0,27315871744,79.9,73469952,0.23933492237464535,,,,
2026-09-10T15:38:55.939969+00:00,1789054735.9137826,58.0,27306541056,79.8,73469952,0.2414422045512386,,,,
2026-09-10T15:38:56.475682+00:00,1789054736.443965,61.5,27308351488,79.8,73469952,0.24559159784136017,,,,
2026-09-10T15:38:57.029124+00:00,1789054736.9886017,57.8,27307724800,79.8,73469952,0.2390737293809123,,,,
2026-09-10T15:38:57.562621+00:00,1789054737.5334277,68.9,27349282816,79.9,73469952,0.0,,,,
